Customer_ID,Age,Gender,Tenure_Months,Contract_Type,Payment_Method,Internet_Service,Monthly_Charges,Total_Charges,Monthly_Data_Usage_GB,Call_Duration_Minutes,Customer_Service_Calls,Service_Outages_Last_Month,Satisfaction_Score,Churn_Status
3044555f,54,Male,9,Two year,Bank transfer,Fiber optic,76.27,694.68,320.10,339,1,1,6.3,Yes
0b021d94,46,Female,11,Month-to-month,Electronic check,Fiber optic,89.07,994.99,448.50,638,0,0,7.4,Yes
34a034c6,34,Female,4,Month-to-month,Electronic check,Fiber optic,74.78,290.51,124.70,239,3,0,6.4,Yes
1fccdd3e,46,Male,26,Two year,Mailed check,DSL,41.92,1050.51,272.20,543,1,2,NULL,No
2c8c8009,-5,Female,57,Month-to-month,Bank transfer,DSL,54.1,3043.63,165.00,1434,0,0,6.1,No
b7801d0f,42,Female,43,Two year,Mailed check,NULL,100.58,4303.65,43.70,83,1,1,5.3,No
cd42f74f,61,Female,8,One year,Bank transfer,Fiber optic,79.32,629.55,2143.10,467,0,0,8.7,No
6848cd5c,18,Male,10,One year,Bank transfer,Fiber optic,105.83,1026.22,167.20,666,0,3,8.9,No
b05da357,52,Male,40,Month-to-month,Bank transfer,DSL,86.87,3446.55,120.20,1031,3,0,7.3,No
db7c7c7a,43,Male,20,Month-to-month,Bank transfer,DSL,55.77,1105.94,81.70,876,1,1,6.1,No
1a4e7c3d,38,Male,8,One year,Mailed check,Fiber optic,71.21,591.28,256.60,1115,0,0,3.8,No
7ecff2ca,43,Female,12,Two year,Mailed check,Fiber optic,112.12,1353.8,258.10,1048,3,0,9.4,No
667c518c,-7,Male,1,Two year,Electronic check,Fiber optic,93.3,71.71,130.70,624,2,2,8.8,No
bdc31bb3,39,Female,22,Month-to-month,Bank transfer,DSL,67.67,1489.9,124.20,208,0,0,6.4,No
b8d2db05,46,Male,46,Month-to-month,Bank transfer,DSL,67.28,3061.66,78.20,145,2,2,7.3,No
9b0865ac,60,Female,22,Month-to-month,Bank transfer,DSL,67.12,1455.05,136.30,654,22,0,6.8,Yes
8ea99454,36,Female,25,Two year,Mailed check,DSL,62.82,1529.07,154.40,868,2,0,10.0,No
6c0363f3,32,Female,71,Month-to-month,Credit card,DSL,340.99,24221.01,50.60,1000,1,2,5.3,No
634f2a57,36,F,8,Month-to-month,Electronic check,Fiber optic,76.96,608.61,172.70,196,4,1,6.1,Yes
89d17cc3,53,Male,46,Month-to-month,Credit card,Fiber optic,96.5,4435.06,149.50,1276,2,0,5.9,No
7d26fd51,46,Male,19,Month-to-month,Electronic check,Fiber optic,84.51,1625.84,192.20,1016,2,0,7.8,No
45e111d8,36,Male,12,Two year,Credit card,DSL,69.39,807.75,135.30,431,3,1,7.3,No
8f1a89e3,48,Male,27,One year,Bank transfer,DSL,74.33,2018.58,29.60,1453,1,0,7.6,Yes
3ec8690f,43,Male,14,Month-to-month,Mailed check,Fiber optic,81.37,1188.8,238.60,914,2,0,5.6,Yes
1e771771,54,Male,14,Month-to-month,Electronic check,No,54.03,731.87,8.70,2043,3,2,9.9,No
9a52febe,34,Female,38,Month-to-month,Electronic check,Fiber optic,68.42,2560.88,160.10,1131,4,0,6.4,No
629f7ded,38,Male,41,Month-to-month,Electronic check,Fiber optic,119.35,4861.9,425.90,472,1,1,9.3,No
576ce698,37,Female,22,Month-to-month,Electronic check,No,57.19,1267.89,33.60,336,6,0,10.0,Yes
ba87847f,24,Male,63,One year,Bank transfer,Fiber optic,64.07,4080.07,390.20,1498,1,1,5.6,No
68cff8ff,46,Female,16,Month-to-month,Mailed check,DSL,NULL,NULL,102.00,650,0,1,7.8,No
f3e3eef8,45,Female,72,Month-to-month,Credit card,Fiber optic,89.62,NULL,338.10,947,0,0,7.0,No
42c878fb,42,Female,50,Month-to-month,Electronic check,DSL,79.61,4002.48,113.70,705,0,0,10.0,No
9e1937eb,39,Female,49,One year,Credit card,Fiber optic,74.71,3672.4,334.10,1329,4,1,6.7,No
cc8b3cd4,25,Male,34,One year,Bank transfer,Fiber optic,67.83,2324.35,310.20,1090,1,1,7.6,Yes
d57acc2a,37,Female,31,One year,Electronic check,Fiber optic,90.93,2826.42,566.00,195,3,0,7.6,No
013c6530,38,Male,26,One year,Mailed check,DSL,59.46,1525.97,46.20,1348,2,3,7.0,No
d108fa2f,32,Male,47,One year,Electronic check,Fiber optic,85.82,4076.38,64.10,2097,2,0,8.6,No
56095a98,40,Female,43,Month-to-month,Electronic check,Fiber optic,87.07,3777.4,348.10,1605,40,0,7.4,Yes
0b68d7bf,47,Female,28,Two year,Bank transfer,No,27.66,755.06,27.40,683,3,0,NULL,No
564d646a,65,Male,16,Month-to-month,Bank transfer,Fiber optic,74.03,1200.69,177.80,526,6,1,7.6,Yes
e844a81f,44,Female,6,Month-to-month,Credit card,NULL,52.96,354.29,6.20,1730,2,0,6.1,No
4ce5efc5,45,Female,34,One year,Bank transfer,DSL,62.9,2149.07,195.40,1539,1,0,6.7,No
8110f16f,125,Male,23,Month-to-month,Credit card,Fiber optic,NULL,1334.62,493.10,929,1,0,8.2,No
ea906604,NULL,Male,36,Two year,Credit card,DSL,60.1,2199.34,153.70,897,2,0,8.2,No
97004933,42,Male,39,Month-to-month,Credit card,DSL,68.12,2663.06,176.80,740,1,0,9.4,No
fa3824ef,43,Male,2,Two year,Bank transfer,No,59.12,102.54,10.40,177,2,0,10.0,No
b799686a,72,Male,15,Two year,Electronic check,No,43.64,625.85,69.60,841,3,0,NULL,No
6bad4203,40,Male,17,Two year,Electronic check,DSL,71.83,1147.83,222.00,1072,4,0,7.4,No
80c57a79,46,Male,8,Two year,Bank transfer,DSL,52.42,468.69,54.30,827,3,1,6.9,No
0f75fe67,NULL,Female,29,Two year,Mailed check,DSL,NULL,1244.93,119.60,39,1,0,NULL,No
bb9e960c,28,Female,34,One year,Electronic check,No,327.02,11142.78,16.10,1121,3,1,8.2,No
5e7361d5,56,Other,25,Month-to-month,Bank transfer,DSL,48.9,1199.49,61.40,1177,3,0,8.6,No
779f01cc,51,Male,7,Month-to-month,Electronic check,DSL,71.29,503.2,41.90,366,3,1,5.3,Yes
165f2b56,-9,Female,31,One year,Credit card,DSL,60.09,1874.03,341.60,347,0,0,6.5,No
18419aca,31,Female,16,Two year,Electronic check,Fiber optic,75.43,1175.9,317.30,262,1,1,6.4,No
9bfdd8ea,59,Female,15,One year,Bank transfer,No,30.98,488.63,23.80,847,1,0,NULL,No
85d2890b,25,Male,42,Two year,Credit card,DSL,55.14,NULL,124.50,576,2,1,7.1,No
760a7acd,49,Female,56,Two year,Electronic check,Fiber optic,94.55,5308.62,208.40,584,3,1,5.1,Yes
da44b3ab,68,Male,32,Month-to-month,Bank transfer,DSL,66.45,2162.76,45.50,592,2,0,7.5,Yes
bf2803f9,30,Male,16,Month-to-month,Credit card,Fiber optic,101.95,1649.69,496.20,638,2,1,7.7,Yes
49489ff8,35,Female,19,Month-to-month,Electronic check,Fiber optic,109.22,2072.81,123.70,736,3,2,7.9,No
f5732347,43,Female,36,Month-to-month,Electronic check,DSL,99.34,3624.84,132.10,436,2,1,8.0,No
89ba605f,-7,Male,6,One year,Mailed check,DSL,63.57,380.3,23.30,302,1,0,10.0,No
b0778e7b,23,Female,72,Two year,Bank transfer,No,34.68,2499.29,128.10,916,3,1,NULL,No
981811fe,43,Female,23,One year,Bank transfer,DSL,56.42,1293.57,131.00,1270,33,0,5.8,Yes
917903dc,29,Female,22,Month-to-month,Electronic check,NULL,76.84,1659.84,578.00,898,0,1,8.4,No
e5ebd556,NULL,Female,4,Month-to-month,Bank transfer,NULL,108.9,402.21,377.40,2315,0,0,7.0,No
964b3f89,31,Male,21,Month-to-month,Electronic check,DSL,70.39,1464.33,25.80,212,4,2,9.2,Yes
490905c1,61,Other,11,One year,Credit card,Fiber optic,107.04,1152.1,392.00,728,2,0,8.2,No
26c533c5,33,Female,42,Month-to-month,Mailed check,No,527.38,22143.02,24.60,1117,0,0,10.0,Yes
d0e466c1,38,Male,28,Month-to-month,Credit card,Fiber optic,74.08,2094.89,355.50,472,2,0,7.0,No
afee9f6c,52,Female,4,Month-to-month,Mailed check,DSL,69.2,266.57,18.50,1479,1,3,4.5,Yes
8ed6f57d,27,Female,30,Month-to-month,Credit card,Fiber optic,85.75,2578.0,290.10,872,1,1,7.8,Yes
202019ca,45,Female,37,Two year,Bank transfer,Fiber optic,111.69,4119.88,163.00,1033,4,0,7.1,No
bd2f6340,58,Female,33,Month-to-month,Bank transfer,Fiber optic,113.88,3821.67,243.70,999,4,0,8.2,Yes
64a3426c,23,Female,29,Month-to-month,Mailed check,Fiber optic,83.52,2459.79,318.90,809,2,1,8.4,Yes
43f06a5d,-7,Female,47,Month-to-month,Credit card,DSL,75.31,3533.38,28.00,451,3,1,6.2,No
2ec30035,45,Female,17,Month-to-month,Mailed check,Fiber optic,82.97,1417.29,138.80,1852,28,2,5.4,Yes
805711ae,107,Female,21,One year,Bank transfer,Fiber optic,76.69,1576.98,282.80,581,0,1,6.9,No
90c1e2e7,27,Male,10,One year,Bank transfer,DSL,56.6,560.64,72.90,1205,25,1,2.9,Yes
16adb9ac,26,Female,72,Month-to-month,Credit card,Fiber optic,115.38,8292.35,311.40,791,0,0,7.3,No
2fb1f8c5,NULL,Male,9,One year,Bank transfer,DSL,82.65,762.42,38.90,477,2,0,6.5,No
c033220f,-8,m,33,Month-to-month,Mailed check,DSL,73.95,2417.09,139.50,474,28,0,8.8,Yes
7c92ec31,45,Female,15,One year,Bank transfer,No,29.88,489.64,58.00,536,2,2,NULL,No
e78ada49,-5,Female,21,Month-to-month,Bank transfer,DSL,57.98,1215.94,392.90,1290,0,0,7.2,No
b442fb45,34,Female,2,Month-to-month,Credit card,DSL,71.33,120.92,89.30,505,2,1,10.0,Yes
8adfec8e,45,Female,34,One year,Credit card,Fiber optic,526.28,NULL,378.80,319,3,0,8.4,No
182bc94a,46,Male,72,Two year,Bank transfer,No,45.94,3326.1,0.60,144,1,0,NULL,No
d8589a9a,33,Female,33,One year,Mailed check,No,56.94,1892.03,17.70,1421,1,3,7.8,Yes
d3131dc4,64,M,1,Month-to-month,Credit card,Fiber optic,95.28,99.19,271.10,2077,1,1,4.2,Yes
7773c209,-14,Male,29,Month-to-month,Bank transfer,DSL,75.63,2215.21,93.10,712,1,0,7.5,No
e2e0f541,28,Male,7,Two year,Credit card,No,NULL,371.88,68.60,1014,2,4,7.9,No
09cbcd20,50,Female,9,Month-to-month,Electronic check,Fiber optic,132.62,1214.12,155.30,428,1,2,5.3,Yes
109360fa,30,Female,33,Month-to-month,Electronic check,Fiber optic,101.77,3351.52,177.40,731,2,0,7.0,Yes
bc5f3f98,51,Female,29,Month-to-month,Electronic check,No,50.56,1459.17,28.00,280,4,2,2.0,Yes
b4a5297d,NULL,Male,35,Month-to-month,Bank transfer,Fiber optic,79.36,2772.42,422.00,708,5,1,6.6,Yes
fb505539,32,Female,29,Month-to-month,Credit card,DSL,NULL,2183.24,14.90,3121,1,2,6.4,No
eb81e431,54,Male,22,Month-to-month,Electronic check,No,53.77,1185.58,9.30,131,1,4,9.7,No
f01cc3b1,47,Male,34,Month-to-month,Credit card,Fiber optic,NULL,2757.94,48.60,475,0,0,6.1,Yes
21508c75,133,Female,6,Two year,Bank transfer,DSL,57.14,384.22,18.90,1006,4,2,6.7,No
30e7bbc0,65,Male,41,Month-to-month,Credit card,DSL,65.33,2665.91,113.10,1649,2,0,7.1,No
4186e5c0,39,Male,7,Month-to-month,Mailed check,Fiber optic,105.43,713.34,137.50,1659,0,0,6.1,Yes
f4fe1003,33,Male,28,One year,Credit card,NULL,84.22,2374.3,28.00,809,2,0,8.5,No
b165aefe,31,Male,49,One year,Electronic check,DSL,NULL,2336.15,66.00,663,4,1,3.6,No
c9a08a50,32,Male,9,Month-to-month,Credit card,Fiber optic,73.41,643.53,426.20,386,2,0,9.2,No
4150b5b1,41,Male,36,Two year,Electronic check,No,27.57,1012.07,15.40,868,3,1,NULL,No
9bb87f7b,46,Female,33,Month-to-month,Bank transfer,Fiber optic,88.91,2927.06,453.20,1446,27,1,9.5,No
aae4d97b,NULL,Female,24,Two year,Credit card,Fiber optic,72.5,1778.11,249.70,1253,3,1,2.3,No
cf4d2d2a,52,Female,4,Month-to-month,Electronic check,Fiber optic,95.57,358.53,288.80,158,3,0,2.8,Yes
30c5c2d9,42,Other,28,Month-to-month,Electronic check,NULL,391.22,10939.64,211.30,279,2,0,6.7,Yes
7381135f,59,Male,25,Two year,Bank transfer,DSL,72.13,1806.44,71.70,618,1,1,8.1,No
ab1be8d2,39,Female,38,One year,Bank transfer,No,56.36,2175.62,7.40,267,2,0,6.2,No
0049f5bc,-7,Other,9,Month-to-month,Bank transfer,Fiber optic,93.75,825.91,156.60,896,23,1,8.3,Yes
a57a39c3,50,Male,47,Month-to-month,Electronic check,DSL,69.79,3289.54,73.10,120,1,1,9.0,No
7de6e8ff,32,Female,24,Month-to-month,Electronic check,DSL,73.48,1734.42,112.50,237,3,0,8.4,No
cb993844,29,Male,21,One year,Mailed check,Fiber optic,65.62,1400.94,113.50,1257,1,0,7.4,No
2ba35de0,48,Male,49,Month-to-month,Electronic check,DSL,87.12,4252.58,128.90,1140,0,1,7.4,Yes
c2c24efd,39,Male,41,Month-to-month,Credit card,DSL,87.8,3615.27,98.00,147,3,0,6.1,No
d6bf0880,NULL,Female,40,Month-to-month,Electronic check,Fiber optic,84.54,3398.36,266.20,1290,4,0,7.1,Yes
6572d39a,48,Female,12,One year,Mailed check,No,42.32,462.44,12.30,376,1,2,NULL,No
750d5cc0,41,Female,31,Two year,Electronic check,Fiber optic,78.13,2427.26,196.90,1860,1,1,5.8,No
51197c53,32,Male,6,One year,Electronic check,DSL,93.96,551.12,177.10,1219,1,0,8.1,No
33d1972c,NULL,Male,13,Month-to-month,Bank transfer,NULL,89.86,1180.64,290.40,534,2,1,6.4,No
57cfab32,37,Male,14,Two year,Bank transfer,Fiber optic,67.76,926.79,451.30,898,2,1,5.9,No
60950c74,52,Male,35,One year,Electronic check,DSL,67.87,2360.91,244.60,608,0,2,8.0,No
740dd4c7,45,Female,44,Two year,Electronic check,Fiber optic,63.44,2821.32,209.60,1259,1,1,7.9,No
cdd45fe0,27,Male,22,Month-to-month,Electronic check,DSL,62.12,1394.67,95.60,170,1,0,6.8,No
6dcc9d20,44,Female,18,Month-to-month,Credit card,No,59.35,1043.45,36.30,837,2,0,6.9,No
ab13016e,47,Female,37,One year,Bank transfer,Fiber optic,85.92,3223.95,618.40,238,0,1,7.9,No
efab00c4,31,Male,24,Month-to-month,Electronic check,DSL,68.13,NULL,183.20,1377,1,0,8.9,No
b996f5b3,44,Female,24,One year,Bank transfer,No,36.01,869.6,41.10,1031,1,0,NULL,Yes
00c6b862,43,Male,14,Two year,Credit card,DSL,NULL,1085.51,157.40,94,0,2,5.1,No
9d243989,-8,Male,24,Two year,Credit card,DSL,49.53,1198.0,49.40,439,0,1,6.8,No
a7bfec64,46,Male,10,Two year,Credit card,No,33.17,325.16,67.10,902,4,0,NULL,No
581ed6e0,49,Female,15,One year,Mailed check,DSL,67.18,982.26,4100.90,86,2,1,5.3,No
29f02a94,55,Male,52,Month-to-month,Electronic check,Fiber optic,90.58,4691.72,69.70,353,2,0,8.1,No
6563a5c2,55,Female,20,Month-to-month,Electronic check,DSL,84.85,1677.33,56.10,1010,0,1,8.2,Yes
3869b8eb,25,Female,34,Month-to-month,Credit card,DSL,67.09,2282.97,107.30,159,0,2,8.5,No
b7949706,31,Male,15,One year,Credit card,DSL,33.76,530.77,88.40,243,1,0,NULL,No
8e6b0172,138,Female,51,Month-to-month,Bank transfer,NULL,101.41,5220.88,96.50,442,1,0,7.5,No
5f50c872,48,Female,19,Month-to-month,Mailed check,Fiber optic,NULL,2063.88,117.40,393,1,0,7.2,Yes
b621dba4,48,Male,51,One year,Mailed check,DSL,63.27,3234.24,68.10,735,1,0,7.8,No
bf1842fc,85,Male,12,One year,Mailed check,DSL,63.36,789.98,123.50,1740,4,2,7.4,No
25686375,49,Female,16,Two year,Electronic check,No,34.47,540.3,23.70,812,0,1,NULL,No
ce24ea42,56,Male,18,One year,Bank transfer,No,47.88,842.26,70.10,638,3,1,7.0,No
81190d45,53,Female,16,One year,Electronic check,Fiber optic,75.24,1252.55,43.90,1051,1,0,9.2,No
327cca20,50,Male,38,One year,Electronic check,No,48.72,1846.87,2281.70,498,2,1,5.6,No
9f08e4f7,38,Male,38,Two year,Bank transfer,Fiber optic,99.17,3773.89,97.10,1173,0,1,6.9,No
90fc486f,51,Male,26,One year,Electronic check,DSL,65.9,1673.3,144.30,587,1,0,9.1,No
a45c04bb,33,Male,34,Two year,Electronic check,DSL,41.36,1393.14,253.90,1299,3,2,NULL,No
a0b175f7,39,Female,72,Two year,Electronic check,DSL,80.88,5870.54,107.40,276,3,0,5.8,No
d2c75ea6,36,Male,29,Two year,Credit card,No,58.69,1713.58,67.30,321,0,1,8.5,No
77c28651,43,Female,37,Month-to-month,Credit card,NULL,109.13,4037.09,182.60,1004,0,1,4.6,Yes
1032841b,70,Female,12,Month-to-month,Electronic check,Fiber optic,95.63,1182.4,392.30,432,3,1,8.4,No
c5f262ab,20,Female,15,Month-to-month,Bank transfer,DSL,75.83,1096.32,133.90,742,3,1,6.3,No
f0f4800f,50,Female,8,Month-to-month,Electronic check,Fiber optic,87.3,688.03,218.50,780,3,1,7.9,No
47d5085f,23,Male,24,Month-to-month,Bank transfer,Fiber optic,322.93,7807.19,385.10,285,2,1,5.0,No
bcfa28e7,36,Male,23,Month-to-month,Credit card,No,73.75,1695.0,27.20,522,1,1,9.3,Yes
28fadab9,55,Female,6,Month-to-month,Credit card,DSL,70.93,424.16,126.40,265,1,1,5.0,No
8b462aa9,43,Male,25,One year,Bank transfer,Fiber optic,124.02,3129.98,541.40,474,1,2,8.5,No
4cea9efe,29,Female,28,One year,Credit card,DSL,54.73,1563.66,122.50,717,2,0,5.1,No
202e189c,33,Male,41,Month-to-month,Credit card,NULL,95.6,3887.06,714.90,1085,1,0,10.0,No
4196b88d,50,Female,17,One year,Credit card,Fiber optic,96.49,1651.03,214.00,1950,1,0,7.1,No
169bef82,33,Female,35,One year,Bank transfer,DSL,66.07,2356.34,166.50,1252,1,1,10.0,Yes
c8576ff0,45,Female,32,One year,Mailed check,Fiber optic,69.3,2201.52,266.00,802,1,3,5.7,Yes
ff790457,43,Female,32,Two year,Mailed check,DSL,53.27,1695.33,285.40,1850,0,1,6.4,No
8a889bfa,34,Female,11,Month-to-month,Electronic check,No,55.78,614.3,6.00,378,0,0,9.4,No
de2f41ad,68,Female,20,monthly,Electronic check,DSL,77.68,1570.96,92.10,1258,5,0,4.6,Yes
08cfcc6d,50,Female,45,Month-to-month,Credit card,Fiber optic,87.14,3885.61,227.80,174,3,0,5.9,Yes
cc3e8375,18,Male,38,Month-to-month,Bank transfer,No,36.42,1306.15,88.80,622,2,0,NULL,No
ff1953d1,44,Male,6,One year,Credit card,DSL,76.91,466.85,57.10,607,1,1,5.4,No
672d7dc2,NULL,Male,33,Month-to-month,Electronic check,Fiber optic,58.88,1972.19,2393.80,396,0,1,8.1,No
d5bf64d8,52,Female,5,Month-to-month,Electronic check,Fiber optic,NULL,565.9,328.40,524,1,1,7.5,Yes
49d92b60,32,Male,17,Month-to-month,Credit card,DSL,93.22,1569.48,503.20,742,1,0,4.5,Yes
fac92e48,41,Female,28,Month-to-month,Mailed check,Fiber optic,121.47,3396.99,270.50,289,1,0,8.9,No
52d97c61,48,Female,29,One year,Electronic check,Fiber optic,58.57,1738.47,353.90,827,0,1,4.9,No
98790db9,52,MALE,6,One year,Credit card,No,49.91,282.85,35.10,195,0,2,8.6,No
d73f4d0c,NULL,Female,11,Month-to-month,Credit card,No,63.61,713.97,25.90,423,3,0,7.4,Yes
15eb2c22,38,Male,58,Month-to-month,Mailed check,Fiber optic,107.64,6214.28,552.90,267,2,1,6.4,No
9d86cc6b,36,Female,8,Month-to-month,Credit card,Fiber optic,72.04,548.68,153.60,415,3,1,5.2,Yes
27819f6c,34,Female,14,Month-to-month,Bank transfer,No,53.45,769.43,26.80,240,1,1,7.8,Yes
